indicator,type,confidence,threat_actor,malware_family,first_seen,last_seen,source,notes
103.73.66.43,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2025-11-02,2025-11-02,Threatview.io,"CS C2 Relay (Protocol: https, Config: maelootp.com)"
103.171.35.66,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2025-11-02,2025-11-02,Threatview.io,"CS C2 Relay (Protocol: https, Config: 103.171.35.66)"
103.171.35.26,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2025-11-02,2025-11-02,Threatview.io,"CS C2 Relay (Protocol: https, Config: 103.171.35.26)"
103.149.93.146,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2025-11-02,2025-11-02,Threatview.io,"CS C2 Relay (Protocol: https, Config: 103.149.93.146)"
103.125.248.109,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2025-11-02,2025-11-02,Threatview.io,"CS C2 Relay (Protocol: https, Config: www.microsoftwindows.biz)"
101.43.91.156,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2025-11-02,2025-11-02,Threatview.io,"CS C2 Relay (Protocol: https, Config: 101.43.91.156)"
101.43.2.116,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2025-11-02,2025-11-02,Threatview.io,"CS C2 Relay (Protocol: https, Config: 101.43.2.116)"
101.35.109.246,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2025-11-02,2025-11-02,Threatview.io,"CS C2 Relay (Protocol: https, Config: media.update.updrv.com)"
101.34.205.214,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2025-11-02,2025-11-02,Threatview.io,"CS C2 Relay (Protocol: https, Config: 101.34.205.214)"
101.32.109.112,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2025-11-02,2025-11-02,Threatview.io,"CS C2 Relay (Protocol: https, Config: 101.32.109.112)"
101.133.148.66,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2025-11-02,2025-11-02,Threatview.io,"CS C2 Relay (Protocol: https, Config: 101.133.148.66)"
1.15.25.148,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2025-11-02,2025-11-02,Threatview.io,"CS C2 Relay (Protocol: https, Config: 1.15.25.148)"
1.15.174.189,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2025-11-02,2025-11-02,Threatview.io,"CS C2 Relay (Protocol: https, Config: 1.15.174.189)"
servicioremotoempresas[.]info,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2024-11-19,2024-11-19,Threatview.io,"CS C2 Domain (Protocol: https, Config: servicioremotoempresas.info)"
185.208.159.156,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2024-11-19,2024-11-19,Threatview.io,"CS C2 Relay (Protocol: https, Config: servicioremotoempresas.info)"
qianxinnbplus[.]xyz,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2024-07-03,2024-07-03,Threatview.io,"CS C2 Domain (Protocol: https, Config: www.qianxinnbplus.xyz)"
162.251.94.192,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2024-07-03,2024-07-03,Threatview.io,"CS C2 Relay (Protocol: https, Config: www.qianxinnbplus.xyz)"
londopas[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2024-06-30,2024-06-30,Threatview.io,"CS C2 Domain (Protocol: https, Config: fortunate-homonym-gw.aws-euc1.cloud-ara.tyk.io)"
berjimek[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2024-06-30,2024-06-30,Threatview.io,"CS C2 Domain (Protocol: https, Config: amateur-locket-gw.aws-use1.cloud-ara.tyk.io)"
185.143.223.43,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2024-06-30,2024-06-30,Threatview.io,"CS C2 Relay (Protocol: https, Config: fortunate-homonym-gw.aws-euc1.cloud-ara.tyk.io)"
147.45.178.94,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2024-06-30,2024-06-30,Threatview.io,"CS C2 Relay (Protocol: https, Config: amateur-locket-gw.aws-use1.cloud-ara.tyk.io)"
vip8806[.]mom,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2024-06-16,2024-06-16,Threatview.io,"CS C2 Domain (Protocol: https, Config: www.vip8806.mom)"
support[.]whatsappsignup[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2024-06-16,2024-06-16,Threatview.io,"CS C2 Domain (Protocol: https, Config: support.whatsappsignup.com)"
pt-security[.]ru,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2024-06-16,2024-06-16,Threatview.io,"CS C2 Domain (Protocol: https, Config: pt-security.ru)"
nathanhr[.]services,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2024-06-16,2024-06-16,Threatview.io,"CS C2 Domain (Protocol: https, Config: 119.82.97.10)"
nakit-yok[.]org,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2024-06-16,2024-06-16,Threatview.io,"CS C2 Domain (Protocol: https, Config: 119.82.97.10)"
kauzalvip[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2024-06-16,2024-06-16,Threatview.io,"CS C2 Domain (Protocol: https, Config: organic-satire-gw.aws-euc1.cloud-ara.tyk.io)"
ieee-ecce[.]info,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2024-06-16,2024-06-16,Threatview.io,"CS C2 Domain (Protocol: https, Config: 119.82.97.10)"
blmdiscount[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2024-06-16,2024-06-16,Threatview.io,"CS C2 Domain (Protocol: https, Config: blmdiscount.com)"
91.238.181.235,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2024-06-16,2024-06-16,Threatview.io,"CS C2 Relay (Protocol: https, Config: blmdiscount.com)"
89.23.108.208,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2024-06-16,2024-06-16,Threatview.io,"CS C2 Relay (Protocol: https, Config: organic-satire-gw.aws-euc1.cloud-ara.tyk.io)"
45.142.36.64,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2024-06-16,2024-06-16,Threatview.io,"CS C2 Relay (Protocol: https, Config: pt-security.ru)"
119.82.97.10,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2024-06-16,2024-06-16,Threatview.io,"CS C2 Relay (Protocol: https, Config: 119.82.97.10)"
107.148.1.188,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2024-06-16,2024-06-16,Threatview.io,"CS C2 Relay (Protocol: https, Config: support.whatsappsignup.com)"
static[.]nvidiadrives[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2024-06-02,2024-06-02,Threatview.io,"CS C2 Domain (Protocol: https, Config: static.nvidiadrives.com)"
asterchildrenshoes[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2024-06-02,2024-06-02,Threatview.io,"CS C2 Domain (Protocol: https, Config: asterchildrenshoes.com)"
80.66.75.9,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2024-06-02,2024-06-02,Threatview.io,"CS C2 Relay (Protocol: https, Config: lamayokohama.shop)"
8.212.49.116,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2024-06-02,2024-06-02,Threatview.io,"CS C2 Relay (Protocol: https, Config: js.msedgeupdate.com)"
8.210.9.201,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2024-06-02,2024-06-02,Threatview.io,"CS C2 Relay (Protocol: https, Config: 8.210.9.201)"
8.134.11.7,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2024-06-02,2024-06-02,Threatview.io,"CS C2 Relay (Protocol: https, Config: 8.134.11.7)"
77.242.250.36,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2024-06-02,2024-06-02,Threatview.io,"CS C2 Relay (Protocol: https, Config: 77.242.250.36)"
64.7.198.58,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2024-06-02,2024-06-02,Threatview.io,"CS C2 Relay (Protocol: https, Config: www.jumpsrever.top)"
62.234.27.204,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2024-06-02,2024-06-02,Threatview.io,"CS C2 Relay (Protocol: https, Config: 62.234.27.204)"
62.204.41.11,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2024-06-02,2024-06-02,Threatview.io,"CS C2 Relay (Protocol: https, Config: 62.204.41.11)"
47.92.127.53,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2024-06-02,2024-06-02,Threatview.io,"CS C2 Relay (Protocol: https, Config: 47.92.127.53)"
47.109.69.135,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2024-06-02,2024-06-02,Threatview.io,"CS C2 Relay (Protocol: https, Config: 47.109.69.135)"
47.108.180.121,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2024-06-02,2024-06-02,Threatview.io,"CS C2 Relay (Protocol: https, Config: 47.108.180.121)"
47.105.69.34,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2024-06-02,2024-06-02,Threatview.io,"CS C2 Relay (Protocol: https, Config: 47.105.69.34)"
47.100.87.177,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2024-06-02,2024-06-02,Threatview.io,"CS C2 Relay (Protocol: https, Config: 47.100.87.177)"
45.92.158.20,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2024-06-02,2024-06-02,Threatview.io,"CS C2 Relay (Protocol: https, Config: static.nvidiadrives.com)"
43.136.38.59,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2024-06-02,2024-06-02,Threatview.io,"CS C2 Relay (Protocol: https, Config: 43.136.38.59)"
20.56.70.245,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2024-06-02,2024-06-02,Threatview.io,"CS C2 Relay (Protocol: https, Config: 20.56.70.245)"
194.165.16.55,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2024-06-02,2024-06-02,Threatview.io,"CS C2 Relay (Protocol: https, Config: 194.165.16.55)"
185.196.8.18,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2024-06-02,2024-06-02,Threatview.io,"CS C2 Relay (Protocol: https, Config: 1c-marketing.top)"
185.196.10.121,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2024-06-02,2024-06-02,Threatview.io,"CS C2 Relay (Protocol: https, Config: 185.196.10.121)"
165.227.108.186,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2024-06-02,2024-06-02,Threatview.io,"CS C2 Relay (Protocol: https, Config: 45.55.199.36)"
162.33.177.167,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2024-06-02,2024-06-02,Threatview.io,"CS C2 Relay (Protocol: https, Config: asterchildrenshoes.com)"
139.9.62.19,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2024-06-02,2024-06-02,Threatview.io,"CS C2 Relay (Protocol: https, Config: 139.9.62.19)"
139.159.203.44,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2024-06-02,2024-06-02,Threatview.io,"CS C2 Relay (Protocol: https, Config: 139.159.203.44)"
139.155.148.131,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2024-06-02,2024-06-02,Threatview.io,"CS C2 Relay (Protocol: https, Config: service-rbr85ft5-1259685312.cd.apigw.tencentcs.com)"
134.122.130.186,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2024-06-02,2024-06-02,Threatview.io,"CS C2 Relay (Protocol: https, Config: 134.122.130.181)"
134.122.130.181,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2024-06-02,2024-06-02,Threatview.io,"CS C2 Relay (Protocol: https, Config: 134.122.130.181)"
124.71.106.234,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2024-06-02,2024-06-02,Threatview.io,"CS C2 Relay (Protocol: https, Config: 124.71.106.234)"
124.223.41.181,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2024-06-02,2024-06-02,Threatview.io,"CS C2 Relay (Protocol: https, Config: 124.223.41.181)"
123.58.198.236,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2024-06-02,2024-06-02,Threatview.io,"CS C2 Relay (Protocol: https, Config: 123.58.198.236)"
121.43.55.149,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2024-06-02,2024-06-02,Threatview.io,"CS C2 Relay (Protocol: https, Config: 120.39.197.231)"
119.91.208.190,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2024-06-02,2024-06-02,Threatview.io,"CS C2 Relay (Protocol: https, Config: 119.91.208.190)"
119.28.83.149,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2024-06-02,2024-06-02,Threatview.io,"CS C2 Relay (Protocol: https, Config: python.org)"
118.31.116.9,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2024-06-02,2024-06-02,Threatview.io,"CS C2 Relay (Protocol: https, Config: 118.31.116.9)"
117.72.8.192,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2024-06-02,2024-06-02,Threatview.io,"CS C2 Relay (Protocol: https, Config: 117.72.8.192)"
114.55.133.151,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2024-06-02,2024-06-02,Threatview.io,"CS C2 Relay (Protocol: https, Config: 114.55.133.151)"
113.31.106.106,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2024-06-02,2024-06-02,Threatview.io,"CS C2 Relay (Protocol: https, Config: 113.31.106.106)"
113.31.105.33,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2024-06-02,2024-06-02,Threatview.io,"CS C2 Relay (Protocol: https, Config: service-1bsjckga-1252578700.gz.tencentapigw.com.cn)"
111.92.243.236,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2024-06-02,2024-06-02,Threatview.io,"CS C2 Relay (Protocol: https, Config: 111.92.243.236)"
111.230.12.238,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2024-06-02,2024-06-02,Threatview.io,"CS C2 Relay (Protocol: https, Config: 111.230.12.238)"
111.229.187.212,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2024-06-02,2024-06-02,Threatview.io,"CS C2 Relay (Protocol: https, Config: 111.229.187.212)"
106.54.209.36,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2024-06-02,2024-06-02,Threatview.io,"CS C2 Relay (Protocol: https, Config: 106.54.209.36)"
